Massachusetts,2006,510890,716472,4200845,30,147,306,59.683,204.598,72.748,95,516,2657,185.171,720.181,632.406
Michigan,2006,888059,1095038,6401469,50,209,426,55.798,190.475,66.59,143,741,3758,161.354,677.108,587.101
Minnesota,2006,436903,582894,3276237,31,130,245,69.97,222.357,74.836,75,425,2108,172.338,728.757,643.569
Mississippi,2006,259663,330771,1756337,10,47,92,38.763,143.575,52.244,32,160,679,122.597,482.821,386.748
Missouri,2006,494026,633170,3701021,29,121,237,58.283,191.311,64.132,81,405,1955,163.528,638.877,528.317
Montana,2006,79003,105557,611324,6,25,45,81.705,240.881,73.67,15,71,355,187.655,675.925,580.875
Nebraska,2006,149456,209102,1085658,10,43,76,65.324,205.634,69.78,27,142,604,180.779,677.898,556.16
Nevada,2006,211067,243884,1609285,13,43,109,63.25,175.809,68.017,32,147,904,149.985,600.754,561.583
New Hampshire,2006,111310,134161,868239,7,30,57,62.736,221.715,65.893,20,99,570,180.397,737.446,656.746
New Jersey,2006,727090,852072,5662105,38,136,301,51.605,159.365,53.132,131,561,3295,179.893,658.523,582.009
New Mexico,2006,172181,226537,1198968,11,41,76,65.394,180.143,63.228,29,134,548,167.997,592.614,457.197
New York,2006,1579916,2179143,12397704,74,342,663,46.523,157.062,53.474,300,1417,7177,190.026,650.329,578.877
North Carolina,2006,728599,907260,5664014,31,140,302,42.194,153.77,53.24,103,486,2521,141.319,535.358,445.044
North Dakota,2006,50947,88579,388842,4,20,29,79.162,226.675,74.801,11,67,243,212.102,753.957,623.889
Ohio,2006,971766,1226839,7315244,55,233,484,56.584,189.95,66.099,175,811,3883,180.476,661.159,530.75
Oklahoma,2006,299621,410759,2202862,14,66,123,46.617,159.616,55.641,43,227,971,144.946,553.553,440.948
Oregon,2006,297325,387123,2436662,16,61,134,53.22,157.523,55.007,52,237,1457,175.421,610.971,598.119
Pennsylvania,2006,1018244,1324878,8099649,50,234,422,49.104,176.506,52.116,174,847,4532,171.174,639.052,559.561
Rhode Island,2006,85339,127016,683457,5,24,48,54.753,187.727,69.757,18,95,450,216.156,751.338,659.035
